BuildingType;PrimaryPropertyType;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity
NonResidential;Other;SOUTHEAST;1962;1.0;2;22364;0;22364;Adult Education;22364.0;Parking;0.0;none;0.0;;65.59999847;72.69999695;116.4000015;123.9000015;1467029.75;1625774.5;0.0;149141.2031;508870.0;9581.599609;958160.0;54.44;2.43
NonResidential;Small- and Mid-Sized Office;GREATER DUWAMISH;1982;1.0;2;41262;0;41262;Office;40738.0;none;0.0;none;0.0;84.0;46.70000076;49.09999847;146.6999969;154.3000031;1903455.875;2001403.875;0.0;557870.875;1903455.0;0.0;0.0;13.27;0.32
NonResidential;Small- and Mid-Sized Office;LAKE UNION;1953;1.0;2;43183;0;43183;Office;26580.0;Data Center;11497.0;none;0.0;;194.6000061;199.3000031;562.4000244;567.2999878;7408342.0;7588115.5;0.0;1912037.75;6523873.0;8844.679688;884468.0;92.45;2.14
NonResidential;Worship Facility;NORTH;1908;1.0;3;45680;0;45680;Worship Facility;45680.0;none;0.0;none;0.0;79.0;45.5;52.40000153;71.0;78.59999847;2077039.375;2394061.75;0.0;149282.4063;509352.0;15676.87891;1567688.0;86.81;1.9
NonResidential;Worship Facility;SOUTHWEST;1957;1.0;1;23562;0;23562;Worship Facility;18278.0;Office;15212.0;none;0.0;96.0;15.89999962;15.89999962;49.90000153;49.90000153;531737.1875;531737.1875;0.0;155843.2031;531737.0;0.0;0.0;3.71;0.16
NonResidential;Small- and Mid-Sized Office;Ballard;1999;1.0;4;28844;0;28844;Office;10292.0;Other;10200.0;none;0.0;;44.40000153;47.5;139.5;149.1000061;910718.6875;973080.1875;0.0;266916.3125;910718.0;0.0;0.0;6.35;0.22
NonResidential;Warehouse;GREATER DUWAMISH;1989;1.0;1;21101;0;21101;Non-Refrigerated Warehouse;18373.0;Office;2728.0;none;0.0;;32.0;38.79999924;50.59999847;57.79999924;675772.875;819493.125;0.0;50327.10156;171716.0;5040.569824;504057.0;27.97;1.33
NonResidential;Refrigerated Warehouse;GREATER DUWAMISH;1914;1.0;2;45594;0;45594;Refrigerated Warehouse;45594.0;none;0.0;none;0.0;75.0;29.60000038;29.20000076;93.09999847;91.5;1351267.875;1329148.25;0.0;396033.9063;1351268.0;0.0;0.0;9.42;0.21
NonResidential;Other;GREATER DUWAMISH;1950;1.0;1;26660;0;26660;Manufacturing/Industrial Plant;26660.0;none;0.0;none;0.0;;84.09999847;84.09999847;264.0;264.0;2241280.5;2241280.5;0.0;656881.6875;2241280.0;0.0;0.0;15.62;0.59
NonResidential;Warehouse;GREATER DUWAMISH;1975;1.0;1;28126;0;28126;Non-Refrigerated Warehouse;21780.0;Office;6346.0;none;0.0;44.0;31.0;34.40000153;77.0;82.30000305;870625.8125;966168.625;0.0;175372.0938;598370.0;2722.560059;272256.0;18.63;0.66
NonResidential;Warehouse;GREATER DUWAMISH;1964;1.0;1;35000;0;35000;Non-Refrigerated Warehouse;35000.0;none;0.0;none;0.0;53.0;10.80000019;10.80000019;34.0;34.0;378714.4063;378714.4063;0.0;110994.7969;378714.0;0.0;0.0;2.64;0.08
NonResidential;Warehouse;GREATER DUWAMISH;1962;1.0;1;26150;0;26150;Non-Refrigerated Warehouse;26150.0;none;0.0;none;0.0;6.0;46.20000076;50.59999847;113.6999969;117.0999985;1208407.625;1322416.75;0.0;239011.5938;815508.0;3929.0;392900.0;26.55;1.02
NonResidential;Small- and Mid-Sized Office;GREATER DUWAMISH;1967;1.0;2;24000;0;24000;Office;24000.0;none;0.0;none;0.0;73.0;45.40000153;47.90000153;142.3999939;150.3000031;1088556.25;1148448.75;0.0;319037.5;1088556.0;0.0;0.0;7.59;0.32
NonResidential;K-12 School;EAST;1968;1.0;5;43594;0;43594;K-12 School;40809.0;none;0.0;none;0.0;38.0;60.70000076;66.19999695;128.5;134.1999969;2478045.5;2699616.0;0.0;370671.8125;1264732.0;12133.12988;1213313.0;73.26;1.68
NonResidential;Distribution Center;LAKE UNION;1912;1.0;1;28080;0;28080;Distribution Center;25580.0;Office;2500.0;none;0.0;;28.29999924;31.79999924;67.90000153;73.59999847;794724.625;892651.125;0.0;150355.0938;513012.0;2817.130127;281713.0;18.54;0.66
NonResidential;Worship Facility;NORTHWEST;1962;1.0;1;22047;0;22047;Worship Facility;22898.0;Parking;0.0;none;0.0;100.0;11.60000038;11.89999962;36.40000153;37.40000153;265774.9063;272664.4063;0.0;77894.20313;265775.0;0.0;0.0;1.85;0.08
NonResidential;Warehouse;GREATER DUWAMISH;1979;1.0;1;31600;0;31600;Non-Refrigerated Warehouse;31600.0;none;0.0;none;0.0;3.0;106.4000015;118.0999985;219.8000031;232.0;3363535.5;3731853.25;0.0;478694.5938;1633306.0;17302.29102;1730229.0;103.28;3.27
NonResidential;Warehouse;GREATER DUWAMISH;2007;1.0;1;35289;0;35289;Non-Refrigerated Warehouse;35289.0;none;0.0;none;0.0;63.0;24.79999924;28.60000038;55.09999847;62.09999847;876425.0;1010737.813;0.0;143852.0;490823.0;3856.019775;385602.0;23.9;0.68
NonResidential;Warehouse;GREATER DUWAMISH;1981;1.0;1;28920;0;28920;Non-Refrigerated Warehouse;30000.0;none;0.0;none;0.0;50.0;58.29999924;68.5;80.69999695;91.30000305;1750419.0;2053772.75;0.0;81783.10156;279044.0;14713.75098;1471375.0;80.09;2.77
NonResidential;Warehouse;GREATER DUWAMISH;1978;1.0;1;22176;0;22176;Non-Refrigerated Warehouse;22176.0;none;0.0;none;0.0;60.0;33.20000076;33.70000076;47.79999924;49.29999924;736428.625;746905.625;0.0;40290.0;137469.0;5989.59082;598959.0;32.77;1.48
NonResidential;Small- and Mid-Sized Office;NORTH;1974;1.0;3;39927;0;39927;Office;39541.0;Parking;0.0;none;0.0;38.0;90.19999695;96.90000153;283.3999939;304.2999878;3568419.5;3832168.5;0.0;1045843.813;3568419.0;0.0;0.0;24.88;0.62
NonResidential;Other;NORTH;1979;1.0;1;30610;0;30610;Other - Recreation;23320.0;Office;7290.0;none;0.0;;140.3000031;147.5;283.8999939;291.3999939;4294550.0;4513728.0;0.0;586162.6875;1999987.0;22945.62891;2294563.0;135.81;4.44
NonResidential;Medical Office;NORTH;1980;1.0;2;26930;6350;20580;Medical Office;26930.0;none;0.0;none;0.0;64.0;37.20000076;37.20000076;116.9000015;116.9000015;1002995.0;1002995.0;0.0;293961.0;1002995.0;0.0;0.0;6.99;0.26
NonResidential;Medical Office;NORTH;1968;1.0;2;38745;0;38745;Medical Office;65069.0;Parking;0.0;none;0.0;76.0;44.40000153;47.20000076;119.0;122.9000015;2890379.0;3073612.0;0.0;659899.875;2251578.0;6388.0;638800.0;49.62;1.28
NonResidential;Self-Storage Facility;NORTHEAST;1959;1.0;2;20296;0;20296;Self-Storage Facility;20296.0;none;0.0;none;0.0;;42.20000076;42.20000076;132.3999939;132.3999939;855665.125;855665.125;0.0;250781.0938;855665.0;0.0;0.0;5.97;0.29
NonResidential;Mixed Use Property;NORTHEAST;1945;1.0;2;22135;0;22135;Medical Office;10388.0;Office;8116.0;Retail Store;3200.0;;55.0;59.5;135.8000031;141.1000061;1261634.5;1365716.125;0.0;251494.5;858099.0;4035.350098;403535.0;27.41;1.24
NonResidential;Medical Office;NORTHEAST;1967;1.0;3;38378;0;38378;Medical Office;35066.0;Parking;3312.0;none;0.0;86.0;46.90000153;51.5;92.80000305;96.59999847;1645605.125;1807593.875;0.0;213839.4063;729620.0;9159.849609;915985.0;53.73;1.4
NonResidential;Warehouse;NORTHEAST;1980;1.0;2;33576;0;33576;Non-Refrigerated Warehouse;33576.0;none;0.0;none;0.0;64.0;38.0;43.70000076;64.19999695;70.09999847;1275231.75;1466199.875;0.0;114338.7031;390124.0;8851.080078;885108.0;49.73;1.48
NonResidential;Supermarket / Grocery Store;NORTHEAST;1975;1.0;1;33005;0;33005;Supermarket/Grocery Store;34982.0;Parking;0.0;none;0.0;21.0;304.2000122;309.3999939;759.2000122;760.2999878;10642754.0;10821972.0;0.0;2156999.75;7359683.0;32830.69922;3283070.0;225.67;6.84
NonResidential;Other;EAST;1981;1.0;1;20971;0;20971;Parking;23483.0;Retail Store;10360.0;Medical Office;8509.0;;33.29999924;33.29999924;104.5;104.5;729397.1875;729397.1875;0.0;213774.0938;729397.0;0.0;0.0;5.08;0.24
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1927;1.0;3;23910;0;23910;Office;20000.0;Retail Store;3910.0;none;0.0;;36.5;38.09999847;97.59999847;98.19999695;873577.3125;910117.6875;0.0;198759.5;678167.0;1954.099976;195410.0;15.11;0.63
NonResidential;Worship Facility;BALLARD;1910;1.0;2;21765;0;21765;Worship Facility;21765.0;none;0.0;none;0.0;80.0;19.79999924;22.89999962;32.29999924;36.0;431390.4063;498909.0;0.0;35147.10156;119922.0;3114.68335;311468.0;17.38;0.8
Campus;University;EAST;1939;1.0;2;2200000;0;2200000;College/University;1719643.0;Parking;318960.0;none;0.0;;66.69999695;71.59999847;145.0;151.3000031;114648520.0;123205560.0;0.0;18075270.0;61672821.0;529756.9375;52975694.0;3243.48;1.47
NonResidential;Worship Facility;CENTRAL;1901;1.0;2;26560;0;26560;Worship Facility;26560.0;none;0.0;none;0.0;1.0;65.90000153;69.0;117.1999969;121.0999985;1751483.875;1831347.125;0.0;178775.7969;609983.0;11415.00977;1141501.0;64.88;2.44
NonResidential;Warehouse;LAKE UNION;1957;1.0;2;20140;0;20140;Non-Refrigerated Warehouse;20140.0;none;0.0;none;0.0;49.0;5.800000191;5.800000191;18.20000076;18.20000076;116486.6016;116486.6016;0.0;34140.30078;116487.0;0.0;0.0;0.81;0.04
NonResidential;Retail Store;GREATER DUWAMISH;1992;1.0;2;38845;0;38845;Retail Store;38845.0;Parking;6000.0;none;0.0;82.0;178.1000061;178.1000061;364.0;364.0;6917280.0;6917280.0;0.0;964398.125;3290526.0;36267.53125;3626753.0;215.56;5.55
NonResidential;Supermarket / Grocery Store;GREATER DUWAMISH;1953;1.0;1;26092;0;26092;Supermarket/Grocery Store;25946.0;Parking;0.0;none;0.0;40.0;293.7000122;311.1000061;711.5;729.7999878;7619445.0;8071987.5;0.0;1466880.0;5004995.0;26144.5;2614450.0;173.75;6.66
NonResidential;Small- and Mid-Sized Office;GREATER DUWAMISH;1967;1.0;1;25500;0;25500;Office;25500.0;none;0.0;none;0.0;98.0;47.59999847;56.09999847;66.30000305;75.19999695;1213869.75;1430417.125;0.0;58249.60156;198748.0;10151.21973;1015122.0;55.3;2.17
NonResidential;Warehouse;GREATER DUWAMISH;1961;1.0;1;41895;0;41895;Non-Refrigerated Warehouse;37524.0;Office;2596.0;none;0.0;;31.0;33.5;78.69999695;81.0;1242311.5;1343671.0;0.0;259736.9063;886222.0;3560.890137;356089.0;25.09;0.6
NonResidential;Retail Store;GREATER DUWAMISH;1958;1.0;2;56193;0;56193;Retail Store;56193.0;none;0.0;none;0.0;;44.5;45.90000153;115.8000031;117.4000015;2497942.75;2580058.5;0.0;544827.1875;1858950.0;6389.919922;638992.0;46.9;0.83
NonResidential;K-12 School;BALLARD;1922;1.0;3;35448;0;35448;K-12 School;35448.0;none;0.0;none;0.0;97.0;38.90000153;46.0;57.40000153;65.59999847;1379932.5;1632148.75;0.0;82224.29688;280549.0;10993.83008;1099383.0;60.34;1.7
NonResidential;Supermarket / Grocery Store;BALLARD;1966;1.0;1;29214;0;29214;Supermarket/Grocery Store;29214.0;none;0.0;none;0.0;8.0;319.6000061;327.2000122;781.0999756;782.7999878;9336239.0;9558542.0;0.0;1825111.625;6227281.0;31089.57813;3108958.0;208.53;7.14
NonResidential;Supermarket / Grocery Store;BALLARD;2000;1.0;1;89103;43035;46068;Supermarket/Grocery Store;47034.0;Parking;0.0;none;0.0;34.0;298.2999878;307.7000122;660.2000122;665.5999756;14029480.0;14473242.0;0.0;2288399.75;7808020.0;62214.59375;6221459.0;384.85;4.32
NonResidential;Other;BALLARD;1961;1.0;1;32000;0;32000;Other - Recreation;29880.0;Office;4700.0;none;0.0;;38.5;44.20000076;73.59999847;80.90000153;1331122.125;1527101.375;0.0;160794.5938;548631.0;7824.910156;782491.0;45.38;1.42
NonResidential;Mixed Use Property;BALLARD;1910;1.0;2;31140;0;31140;Other;14840.0;Retail Store;9400.0;Non-Refrigerated Warehouse;6900.0;;30.0;35.70000076;47.29999924;53.70000076;935580.3125;1111093.0;0.0;68761.20313;234613.0;7009.669434;700967.0;38.86;1.25
NonResidential;Warehouse;BALLARD;1975;1.0;3;41478;0;41478;Non-Refrigerated Warehouse;31932.0;Office;9546.0;none;0.0;3.0;73.19999695;79.30000305;167.5;173.8999939;3035962.25;3287502.0;0.0;527369.0;1799383.0;12365.78906;1236579.0;78.22;1.89
NonResidential;Warehouse;BALLARD;1980;1.0;1;39840;0;39840;Non-Refrigerated Warehouse;39840.0;none;0.0;none;0.0;2.0;18.89999962;19.39999962;59.29999924;61.0;752104.0;774360.0;0.0;220429.0938;752104.0;0.0;0.0;5.24;0.13
Nonresidential COS;Other;BALLARD;2004;1.0;1;30576;15576;15000;Library;15000.0;Other - Services;3100.0;none;0.0;;84.69999695;90.69999695;196.3000031;202.6999969;1533245.75;1642173.75;0.0;272578.4063;930038.0;6032.07959;603208.0;38.52;1.26
NonResidential;Other;BALLARD;1924;1.0;2;21528;0;21528;Social/Meeting Hall;21528.0;none;0.0;none;0.0;;14.30000019;15.30000019;35.29999924;36.5;306911.0938;330300.5;0.0;61522.30078;209914.0;969.9699707;96997.0;6.61;0.31
NonResidential;Other;BALLARD;1928;1.0;2;30000;0;30000;Strip Mall;25828.0;Parking;0.0;none;0.0;;42.40000153;43.20000076;123.5;123.1999969;1094940.75;1115775.5;0.0;285920.5;975561.0;1193.800171;119380.0;13.14;0.44
NonResidential;Other;BALLARD;1942;1.0;2;30087;0;30087;Other;30554.0;none;0.0;none;0.0;;172.6000061;170.3999939;542.0999756;535.0;5274642.0;5205994.5;0.0;1545908.875;5274641.0;0.0;0.0;36.77;1.22
NonResidential;Worship Facility;BALLARD;1975;1.0;1;40445;0;40445;Worship Facility;40445.0;none;0.0;none;0.0;92.0;19.39999962;22.5;34.40000153;37.70000076;786253.6875;911009.375;0.0;79489.70313;271219.0;5150.350098;515035.0;29.24;0.72
NonResidential;Retail Store;BALLARD;1996;1.0;1;23500;0;23500;Retail Store;23500.0;none;0.0;none;0.0;53.0;48.40000153;48.90000153;141.6999969;139.5;1137967.5;1149592.0;0.0;299496.9063;1021883.0;1160.839966;116084.0;13.29;0.57
NonResidential;Retail Store;Ballard;1967;1.0;1;22420;0;22420;Retail Store;23067.0;none;0.0;none;0.0;82.0;60.90000153;66.09999847;148.0;152.6999969;1404253.75;1524765.875;0.0;271811.8125;927422.0;4768.319824;476832.0;31.79;1.42
NonResidential;Supermarket / Grocery Store;MAGNOLIA / QUEEN ANNE;1961;1.0;1;25842;0;25842;Supermarket/Grocery Store;25987.0;none;0.0;none;0.0;35.0;327.7999878;336.6000061;718.7000122;727.9000244;8518313.0;8746499.0;0.0;1364887.75;4656997.0;38613.15625;3861316.0;237.54;9.19
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1992;1.0;3;26389;0;26389;Office;16766.0;Fitness Center/Health Club/Gym;9623.0;none;0.0;;45.79999924;45.0;143.6999969;141.1999969;1208035.375;1186733.125;0.0;354054.9063;1208035.0;0.0;0.0;8.42;0.32
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1982;1.0;3;25859;0;25859;Office;25859.0;Parking;4000.0;none;0.0;88.0;33.20000076;35.40000153;88.69999695;91.0;858780.625;916019.375;0.0;195107.5938;665707.0;1930.733276;193073.0;14.9;0.58
NonResidential;Warehouse;MAGNOLIA / QUEEN ANNE;1974;1.0;1;25600;0;25600;Non-Refrigerated Warehouse;20600.0;Office;5000.0;none;0.0;1.0;67.59999847;75.90000153;173.0;188.6999969;1730600.625;1943594.875;0.0;366239.3125;1249609.0;4809.92041;480992.0;34.26;1.34
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1965;1.0;1;23169;0;23169;Manufacturing/Industrial Plant;10200.0;none;0.0;none;0.0;;21.79999924;21.79999924;68.40000153;68.40000153;222255.9063;222255.9063;0.0;65139.5;222256.0;0.0;0.0;1.55;0.07
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;2008;1.0;4;41784;8399;33385;Office;33385.0;Parking;8399.0;none;0.0;89.0;38.79999924;38.79999924;121.8000031;121.8000031;1294615.25;1294615.25;0.0;379430.0;1294615.0;0.0;0.0;9.03;0.22
NonResidential;Warehouse;MAGNOLIA / QUEEN ANNE;1960;1.0;1;56884;0;56884;Non-Refrigerated Warehouse;56884.0;none;0.0;none;0.0;71.0;24.39999962;27.70000076;54.5;58.0;1388345.125;1577967.75;0.0;230206.2969;785464.0;6028.810059;602881.0;37.49;0.66
NonResidential;Retail Store;BALLARD;1989;1.0;1;32810;0;32810;Retail Store;32810.0;none;0.0;none;0.0;66.0;61.5;66.09999847;148.3999939;153.0;2017967.75;2168833.0;0.0;385776.0;1316268.0;7017.0;701700.0;46.44;1.42
NonResidential;Self-Storage Facility;MAGNOLIA / QUEEN ANNE;1980;1.0;3;30989;0;30989;Self-Storage Facility;30989.0;none;0.0;none;0.0;;3.200000048;3.200000048;9.899999619;10.0;97690.39844;98862.89844;0.0;28631.40039;97690.0;0.0;0.0;0.68;0.02
NonResidential;Self-Storage Facility;MAGNOLIA / QUEEN ANNE;1915;1.0;3;39952;0;39952;Self-Storage Facility;39952.0;none;0.0;none;0.0;;1.399999976;1.5;4.5;4.599999905;57133.19922;58114.19922;0.0;16744.80078;57133.0;0.0;0.0;0.4;0.01
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1961;1.0;2;20022;0;20022;Office;20784.0;none;0.0;none;0.0;80.0;31.60000038;33.09999847;99.30000305;104.0999985;657385.8125;688824.0;0.0;192668.7031;657386.0;0.0;0.0;4.58;0.23
NonResidential;Distribution Center;MAGNOLIA / QUEEN ANNE;1960;1.0;2;36498;0;36498;Distribution Center;18229.0;Non-Refrigerated Warehouse;17200.0;none;0.0;89.0;14.69999981;17.0;31.79999924;34.79999924;520011.8125;602201.625;0.0;81368.0;277628.0;2423.842773;242384.0;14.81;0.41
NonResidential;Distribution Center;MAGNOLIA / QUEEN ANNE;1968;1.0;1;35946;0;35946;Distribution Center;31845.0;Office;4101.0;none;0.0;;13.10000038;14.0;31.20000076;31.70000076;469499.8125;503210.6875;0.0;88001.0;300259.0;1692.402466;169240.0;11.08;0.31
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;2007;1.0;4;30152;5680;24472;Office;25184.0;Parking;4968.0;none;0.0;96.0;33.59999847;33.59999847;105.3000031;105.3000031;845044.125;845044.125;0.0;247382.2031;844068.0;9.760000229;976.0;5.94;0.2
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1979;1.0;4;22365;0;22365;Office;21617.0;none;0.0;none;0.0;71.0;33.59999847;33.59999847;105.6999969;105.6999969;727385.8125;727385.8125;0.0;213184.5;727386.0;0.0;0.0;5.07;0.23
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1994;1.0;4;30172;0;30172;Office;30172.0;none;0.0;none;0.0;82.0;30.0;32.09999847;94.09999847;100.6999969;904059.875;967548.3125;0.0;264964.8125;904060.0;0.0;0.0;6.3;0.21
NonResidential;Warehouse;BALLARD;1927;1.0;4;42500;0;42500;Non-Refrigerated Warehouse;42500.0;Retail Store;5091.0;none;0.0;100.0;5.099999905;5.5;15.89999962;17.39999962;241478.5938;262995.3125;0.0;70773.29688;241478.0;0.0;0.0;1.68;0.04
NonResidential;Small- and Mid-Sized Office;BALLARD;1901;1.0;4;23032;0;23032;Office;14448.0;Restaurant;5300.0;Retail Store;1460.0;;52.90000153;55.29999924;166.1000061;173.6000061;1121537.75;1172535.25;0.0;328703.8125;1121537.0;0.0;0.0;7.82;0.34
NonResidential;Other;BALLARD;1900;1.0;3;45750;4914;40836;Other;42850.0;Parking;2900.0;none;0.0;;169.0;175.8999939;262.7999878;270.0;7240274.0;7536508.5;0.0;512781.1875;1749609.0;54906.64453;5490664.0;303.81;6.64
NonResidential;Small- and Mid-Sized Office;BALLARD;1968;1.0;2;23500;0;23500;Office;23500.0;none;0.0;none;0.0;26.0;71.80000305;74.30000305;181.3999939;182.8999939;1686405.0;1745284.25;0.0;349643.5938;1192984.0;4934.209961;493421.0;34.52;1.47
NonResidential;Small- and Mid-Sized Office;BALLARD;1966;1.0;1;22282;0;22282;Office;22282.0;none;0.0;none;0.0;93.0;26.0;29.89999962;56.09999847;60.09999847;579888.3125;665681.875;0.0;89770.89844;306298.0;2735.899902;273590.0;16.67;0.75
NonResidential;Self-Storage Facility;BALLARD;1902;1.0;2;24000;0;24000;Self-Storage Facility;24000.0;none;0.0;none;0.0;;21.0;25.0;39.59999847;43.79999924;502898.6875;599426.5;0.0;59202.39844;201999.0;3009.000244;300900.0;17.39;0.72
NonResidential;Mixed Use Property;BALLARD;1909;1.0;3;27085;0;27085;Strip Mall;9500.0;Office;8196.0;Multifamily Housing;6700.0;;73.69999695;79.40000153;153.1000061;159.1999969;1995131.75;2151546.25;0.0;287701.5;981638.0;10134.93945;1013494.0;60.67;2.24
Nonresidential COS;Other;NORTH;1996;0.0;2;29258;0;29258;Other - Recreation;31991.0;Fitness Center/Health Club/Gym;2648.0;Swimming Pool;0.0;;233.5;247.3999939;402.5;417.2000122;8086943.5;8571176.0;0.0;764531.6875;2608582.0;54783.60547;5478361.0;309.14;10.57
NonResidential;Small- and Mid-Sized Office;NORTH;1931;1.0;2;37500;0;37500;Office;37500.0;none;0.0;none;0.0;58.0;59.59999847;65.30000305;152.6000061;160.6999969;2235765.5;2448649.75;0.0;473111.5;1614256.0;6215.089844;621509.0;44.26;1.18
NonResidential;K-12 School;NORTHWEST;1930;1.0;3;23983;0;23983;K-12 School;23983.0;none;0.0;none;0.0;61.0;48.5;53.0;104.9000015;110.5999985;1164364.75;1270514.75;0.0;181417.7969;618998.0;5453.67041;545367.0;33.28;1.39
NonResidential;Distribution Center;DELRIDGE;1980;1.0;1;24100;0;24100;Distribution Center;20100.0;Non-Refrigerated Warehouse;3500.0;none;0.0;22.0;34.29999924;39.79999924;60.09999847;65.90000153;809870.8125;939941.6875;0.0;79574.70313;271509.0;5383.619629;538362.0;30.49;1.27
NonResidential;K-12 School;NORTHEAST;2004;3.0;2;31343;0;31343;K-12 School;51515.0;none;0.0;none;0.0;5.0;74.69999695;83.0;144.8999939;153.6999969;3846501.25;4277566.0;0.0;480403.0;1639135.0;22073.66016;2207366.0;128.66;4.1
NonResidential;Mixed Use Property;NORTHWEST;1996;1.0;3;55912;22850;33062;Parking;24052.0;Office;23501.0;Retail Store;9561.0;;74.09999847;74.09999847;232.6999969;232.6999969;2450442.75;2450442.75;0.0;718183.625;2450443.0;0.0;0.0;17.08;0.31
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1957;1.0;2;20294;0;20294;Other;18000.0;Office;2294.0;none;0.0;;85.5;90.90000153;145.1000061;150.1000061;1735995.75;1845057.875;0.0;157212.0938;536408.0;11995.87988;1199588.0;67.45;3.32
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1983;1.0;4;40571;10849;29722;Office;24008.0;none;0.0;none;0.0;64.0;53.59999847;53.59999847;168.3000031;168.3000031;1286817.375;1286817.375;0.0;377144.5938;1286817.0;0.0;0.0;8.97;0.22
NonResidential;Small- and Mid-Sized Office;MAGNOLIA / QUEEN ANNE;1983;1.0;4;41707;15659;26048;Office;41707.0;Parking;12000.0;none;0.0;78.0;42.09999847;42.79999924;132.1999969;134.3999939;1755788.5;1785685.5;0.0;514592.0938;1755788.0;0.0;0.0;12.24;0.29
NonResidential;Mixed Use Property;MAGNOLIA / QUEEN ANNE;1960;1.0;2;57644;0;57644;Office;20176.0;Other - Services;19440.0;Non-Refrigerated Warehouse;15490.0;;39.70000076;41.70000076;102.0999985;103.5;2189735.0;2300589.0;0.0;466444.8125;1591510.0;5982.25;598225.0;42.87;0.74
NonResidential;Warehouse;MAGNOLIA / QUEEN ANNE;1955;1.0;2;39497;0;39497;Non-Refrigerated Warehouse;25547.0;Office;13950.0;none;0.0;9.0;43.0;45.79999924;116.3000031;121.9000015;1700057.375;1809734.75;0.0;393924.8125;1344071.0;3559.859619;355986.0;28.28;0.72
Nonresidential COS;Other;EAST;1932;1.0;1;33087;0;33087;Other - Entertainment/Public Assembly;53776.0;none;0.0;none;0.0;;66.0;73.40000153;125.4000015;133.1000061;3548858.25;3944599.75;0.0;422960.3125;1443141.0;21057.17383;2105717.0;121.9;3.68
NonResidential;Small- and Mid-Sized Office;NORTHWEST;1982;1.0;2;27574;0;27574;Office;27574.0;none;0.0;none;0.0;73.0;43.90000153;45.09999847;137.8999939;141.6000061;1211349.25;1243709.625;0.0;355026.0938;1211349.0;0.0;0.0;8.44;0.31
NonResidential;Small- and Mid-Sized Office;NORTHWEST;1987;1.0;3;76105;27307;48798;Office;76105.0;none;0.0;none;0.0;91.0;32.5;34.09999847;102.0;107.0999985;2472350.25;2596383.25;0.0;724604.3125;2472350.0;0.0;0.0;17.24;0.23
NonResidential;Mixed Use Property;North;1952;1.0;2;32009;0;32009;Non-Refrigerated Warehouse;17500.0;Retail Store;15770.0;Office;4000.0;;53.59999847;58.40000153;131.5;136.6000061;1998725.25;2177737.0;0.0;393022.5938;1340993.0;6577.320313;657732.0;44.28;1.38
